username, password,displayName,firstName,middleName,lastName,gender,birthdate,email,phoneNumber,phoneCode,languageCode,postalCode, avatarFileId,pdpa,receiveSMS,receiveEmail,receiveDirectMail,posCustomerId,extraPhoneNumber,region
osimtest132@hotmail.com,Osimtest1@,osimtest132@hotmail.com,Mickey132,mn132,Osim132,Male,18/9/1972,osimtest132@hotmail.com,22222222,65,ch,123456,,TRUE,,TRUE,,,13100002,SG
osimtest133@hotmail.com,Osimtest1@,osimtest133@hotmail.com,Mickey133,mn133,Osim133,Female,19/9/1972,osimtest133@hotmail.com,33333333,65,en,123456,,TRUE,,TRUE,,,13100003,SG
osimtest134@hotmail.com,Osimtest1@,osimtest134@hotmail.com,Mickey134,mn134,Osim134,Male,20/9/1972,osimtest134@hotmail.com,44444444,65,ch,123456,,TRUE,,TRUE,,,13100004,SG
osimtest135@hotmail.com,Osimtest1@,osimtest135@hotmail.com,Mickey135,mn135,Osim135,Female,21/9/1972,osimtest135@hotmail.com,55555555,65,en,123456,,TRUE,,TRUE,,,13100005,SG
osimtest136@hotmail.com,Osimtest1@,osimtest136@hotmail.com,Mickey136,mn136,Osim136,Male,22/9/1972,osimtest136@hotmail.com,66666666,65,ch,123456,,,TRUE,,TRUE,,13100006,SG
osimtest137@hotmail.com,Osimtest1@,osimtest137@hotmail.com,Mickey137,mn137,Osim137,Female,23/9/1972,osimtest137@hotmail.com,77777777,65,en,123456,,,TRUE,,TRUE,,13100007,SG
osimtest138@hotmail.com,Osimtest1@,osimtest138@hotmail.com,Mickey138,mn138,Osim138,Male,24/9/1972,osimtest138@hotmail.com,88888888,65,ch,123456,,,TRUE,,TRUE,,13100008,SG
osimtest139@hotmail.com,Osimtest1@,osimtest139@hotmail.com,Mickey139,mn139,Osim139,Female,25/9/1972,osimtest139@hotmail.com,99999999,65,en,123456,,,TRUE,,TRUE,,13100009,SG
osimtest140@hotmail.com,Osimtest1@,osimtest140@hotmail.com,Mickey140,mn140,Osim140,Male,26/9/1972,osimtest140@hotmail.com,11111112,65,ch,123456,,,TRUE,,TRUE,,13100010,SG
osimtest141@hotmail.com,Osimtest1@,osimtest141@hotmail.com,Mickey141,mn141,Osim141,Female,17/9/1972,osimtest141@hotmail.com,11111111,65,en,123456,,TRUE,,TRUE,,,13100001,SG
osimtest142@hotmail.com,Osimtest1@,osimtest142@hotmail.com,Mickey142,mn142,Osim142,Male,18/9/1972,osimtest142@hotmail.com,22222222,65,ch,123456,,TRUE,,TRUE,,,13100002,SG
osimtest143@hotmail.com,Osimtest1@,osimtest143@hotmail.com,Mickey143,mn143,Osim143,Female,19/9/1972,osimtest143@hotmail.com,33333333,65,en,123456,,TRUE,,TRUE,,,13100003,SG
osimtest144@hotmail.com,Osimtest1@,osimtest144@hotmail.com,Mickey144,mn144,Osim144,Male,20/9/1972,osimtest144@hotmail.com,44444444,65,ch,123456,,TRUE,,TRUE,,,13100004,SG
osimtest145@hotmail.com,Osimtest1@,osimtest145@hotmail.com,Mickey145,mn145,Osim145,Female,21/9/1972,osimtest145@hotmail.com,55555555,65,en,123456,,TRUE,,TRUE,,,13100005,SG
osimtest146@hotmail.com,Osimtest1@,osimtest146@hotmail.com,Mickey146,mn146,Osim146,Male,22/9/1972,osimtest146@hotmail.com,66666666,65,ch,123456,,,TRUE,,TRUE,,13100006,SG
osimtest147@hotmail.com,Osimtest1@,osimtest147@hotmail.com,Mickey147,mn147,Osim147,Female,23/9/1972,osimtest147@hotmail.com,77777777,65,en,123456,,,TRUE,,TRUE,,13100007,SG
osimtest148@hotmail.com,Osimtest1@,osimtest148@hotmail.com,Mickey148,mn148,Osim148,Male,24/9/1972,osimtest148@hotmail.com,88888888,65,ch,123456,,,TRUE,,TRUE,,13100008,SG
osimtest149@hotmail.com,Osimtest1@,osimtest149@hotmail.com,Mickey149,mn149,Osim149,Female,25/9/1972,osimtest149@hotmail.com,99999999,65,en,123456,,,TRUE,,TRUE,,13100009,SG
osimtest150@hotmail.com,Osimtest1@,osimtest150@hotmail.com,Mickey150,mn150,Osim150,Male,26/9/1972,osimtest150@hotmail.com,11111112,65,ch,123456,,,TRUE,,TRUE,,13100010,SG
osimtest151@hotmail.com,Osimtest1@,osimtest151@hotmail.com,Mickey151,mn151,Osim151,Female,17/9/1972,osimtest151@hotmail.com,11111111,65,en,123456,,TRUE,,TRUE,,,13100001,SG
osimtest152@hotmail.com,Osimtest1@,osimtest152@hotmail.com,Mickey152,mn152,Osim152,Male,18/9/1972,osimtest152@hotmail.com,22222222,65,ch,123456,,TRUE,,TRUE,,,13100002,SG
osimtest153@hotmail.com,Osimtest1@,osimtest153@hotmail.com,Mickey153,mn153,Osim153,Female,19/9/1972,osimtest153@hotmail.com,33333333,65,en,123456,,TRUE,,TRUE,,,13100003,SG
osimtest154@hotmail.com,Osimtest1@,osimtest154@hotmail.com,Mickey154,mn154,Osim154,Male,20/9/1972,osimtest154@hotmail.com,44444444,65,ch,123456,,TRUE,,TRUE,,,13100004,SG
osimtest155@hotmail.com,Osimtest1@,osimtest155@hotmail.com,Mickey155,mn155,Osim155,Female,21/9/1972,osimtest155@hotmail.com,55555555,65,en,123456,,TRUE,,TRUE,,,13100005,SG
osimtest156@hotmail.com,Osimtest1@,osimtest156@hotmail.com,Mickey156,mn156,Osim156,Male,22/9/1972,osimtest156@hotmail.com,66666666,65,ch,123456,,,TRUE,,TRUE,,13100006,SG
osimtest157@hotmail.com,Osimtest1@,osimtest157@hotmail.com,Mickey157,mn157,Osim157,Female,23/9/1972,osimtest157@hotmail.com,77777777,65,en,123456,,,TRUE,,TRUE,,13100007,SG
osimtest158@hotmail.com,Osimtest1@,osimtest158@hotmail.com,Mickey158,mn158,Osim158,Male,24/9/1972,osimtest158@hotmail.com,88888888,65,ch,123456,,,TRUE,,TRUE,,13100008,SG
osimtest159@hotmail.com,Osimtest1@,osimtest159@hotmail.com,Mickey159,mn159,Osim159,Female,25/9/1972,osimtest159@hotmail.com,99999999,65,en,123456,,,TRUE,,TRUE,,13100009,SG
osimtest160@hotmail.com,Osimtest1@,osimtest160@hotmail.com,Mickey160,mn160,Osim160,Male,26/9/1972,osimtest160@hotmail.com,11111112,65,ch,123456,,,TRUE,,TRUE,,13100010,SG
osimtest161@hotmail.com,Osimtest1@,osimtest161@hotmail.com,Mickey161,mn161,Osim161,Female,17/9/1972,osimtest161@hotmail.com,11111111,65,en,123456,,TRUE,,TRUE,,,13100001,SG
osimtest162@hotmail.com,Osimtest1@,osimtest162@hotmail.com,Mickey162,mn162,Osim162,Male,18/9/1972,osimtest162@hotmail.com,22222222,65,ch,123456,,TRUE,,TRUE,,,13100002,SG
osimtest163@hotmail.com,Osimtest1@,osimtest163@hotmail.com,Mickey163,mn163,Osim163,Female,19/9/1972,osimtest163@hotmail.com,33333333,65,en,123456,,TRUE,,TRUE,,,13100003,SG
osimtest164@hotmail.com,Osimtest1@,osimtest164@hotmail.com,Mickey164,mn164,Osim164,Male,20/9/1972,osimtest164@hotmail.com,44444444,65,ch,123456,,TRUE,,TRUE,,,13100004,SG
osimtest165@hotmail.com,Osimtest1@,osimtest165@hotmail.com,Mickey165,mn165,Osim165,Female,21/9/1972,osimtest165@hotmail.com,55555555,65,en,123456,,TRUE,,TRUE,,,13100005,SG
osimtest166@hotmail.com,Osimtest1@,osimtest166@hotmail.com,Mickey166,mn166,Osim166,Male,22/9/1972,osimtest166@hotmail.com,66666666,65,ch,123456,,,TRUE,,TRUE,,13100006,SG
osimtest167@hotmail.com,Osimtest1@,osimtest167@hotmail.com,Mickey167,mn167,Osim167,Female,23/9/1972,osimtest167@hotmail.com,77777777,65,en,123456,,,TRUE,,TRUE,,13100007,SG
osimtest168@hotmail.com,Osimtest1@,osimtest168@hotmail.com,Mickey168,mn168,Osim168,Male,24/9/1972,osimtest168@hotmail.com,88888888,65,ch,123456,,,TRUE,,TRUE,,13100008,SG
osimtest169@hotmail.com,Osimtest1@,osimtest169@hotmail.com,Mickey169,mn169,Osim169,Female,25/9/1972,osimtest169@hotmail.com,99999999,65,en,123456,,,TRUE,,TRUE,,13100009,SG
osimtest170@hotmail.com,Osimtest1@,osimtest170@hotmail.com,Mickey170,mn170,Osim170,Male,26/9/1972,osimtest170@hotmail.com,11111112,65,ch,123456,,,TRUE,,TRUE,,13100010,SG
osimtest171@hotmail.com,Osimtest1@,osimtest171@hotmail.com,Mickey171,mn171,Osim171,Female,17/9/1972,osimtest171@hotmail.com,11111111,65,en,123456,,TRUE,,TRUE,,,13100001,SG
osimtest172@hotmail.com,Osimtest1@,osimtest172@hotmail.com,Mickey172,mn172,Osim172,Male,18/9/1972,osimtest172@hotmail.com,22222222,65,ch,123456,,TRUE,,TRUE,,,13100002,SG
osimtest173@hotmail.com,Osimtest1@,osimtest173@hotmail.com,Mickey173,mn173,Osim173,Female,19/9/1972,osimtest173@hotmail.com,33333333,65,en,123456,,TRUE,,TRUE,,,13100003,SG
osimtest174@hotmail.com,Osimtest1@,osimtest174@hotmail.com,Mickey174,mn174,Osim174,Male,20/9/1972,osimtest174@hotmail.com,44444444,65,ch,123456,,TRUE,,TRUE,,,13100004,SG
osimtest175@hotmail.com,Osimtest1@,osimtest175@hotmail.com,Mickey175,mn175,Osim175,Female,21/9/1972,osimtest175@hotmail.com,55555555,65,en,123456,,TRUE,,TRUE,,,13100005,SG
osimtest176@hotmail.com,Osimtest1@,osimtest176@hotmail.com,Mickey176,mn176,Osim176,Male,22/9/1972,osimtest176@hotmail.com,66666666,65,ch,123456,,,TRUE,,TRUE,,13100006,SG
osimtest177@hotmail.com,Osimtest1@,osimtest177@hotmail.com,Mickey177,mn177,Osim177,Female,23/9/1972,osimtest177@hotmail.com,77777777,65,en,123456,,,TRUE,,TRUE,,13100007,SG
osimtest178@hotmail.com,Osimtest1@,osimtest178@hotmail.com,Mickey178,mn178,Osim178,Male,24/9/1972,osimtest178@hotmail.com,88888888,65,ch,123456,,,TRUE,,TRUE,,13100008,SG
osimtest179@hotmail.com,Osimtest1@,osimtest179@hotmail.com,Mickey179,mn179,Osim179,Female,25/9/1972,osimtest179@hotmail.com,99999999,65,en,123456,,,TRUE,,TRUE,,13100009,SG
osimtest180@hotmail.com,Osimtest1@,osimtest180@hotmail.com,Mickey180,mn180,Osim180,Male,26/9/1972,osimtest180@hotmail.com,11111112,65,ch,123456,,,TRUE,,TRUE,,13100010,SG
osimtest181@hotmail.com,Osimtest1@,osimtest181@hotmail.com,Mickey181,mn181,Osim181,Female,17/9/1972,osimtest181@hotmail.com,11111111,65,en,123456,,TRUE,,TRUE,,,13100001,SG
osimtest182@hotmail.com,Osimtest1@,osimtest182@hotmail.com,Mickey182,mn182,Osim182,Male,18/9/1972,osimtest182@hotmail.com,22222222,65,ch,123456,,TRUE,,TRUE,,,13100002,SG
osimtest183@hotmail.com,Osimtest1@,osimtest183@hotmail.com,Mickey183,mn183,Osim183,Female,19/9/1972,osimtest183@hotmail.com,33333333,65,en,123456,,TRUE,,TRUE,,,13100003,SG
osimtest184@hotmail.com,Osimtest1@,osimtest184@hotmail.com,Mickey184,mn184,Osim184,Male,20/9/1972,osimtest184@hotmail.com,44444444,65,ch,123456,,TRUE,,TRUE,,,13100004,SG
osimtest185@hotmail.com,Osimtest1@,osimtest185@hotmail.com,Mickey185,mn185,Osim185,Female,21/9/1972,osimtest185@hotmail.com,55555555,65,en,123456,,TRUE,,TRUE,,,13100005,SG
osimtest186@hotmail.com,Osimtest1@,osimtest186@hotmail.com,Mickey186,mn186,Osim186,Male,22/9/1972,osimtest186@hotmail.com,66666666,65,ch,123456,,,TRUE,,TRUE,,13100006,SG
osimtest187@hotmail.com,Osimtest1@,osimtest187@hotmail.com,Mickey187,mn187,Osim187,Female,23/9/1972,osimtest187@hotmail.com,77777777,65,en,123456,,,TRUE,,TRUE,,13100007,SG
osimtest188@hotmail.com,Osimtest1@,osimtest188@hotmail.com,Mickey188,mn188,Osim188,Male,24/9/1972,osimtest188@hotmail.com,88888888,65,ch,123456,,,TRUE,,TRUE,,13100008,SG
osimtest189@hotmail.com,Osimtest1@,osimtest189@hotmail.com,Mickey189,mn189,Osim189,Female,25/9/1972,osimtest189@hotmail.com,99999999,65,en,123456,,,TRUE,,TRUE,,13100009,SG
osimtest190@hotmail.com,Osimtest1@,osimtest190@hotmail.com,Mickey190,mn190,Osim190,Male,26/9/1972,osimtest190@hotmail.com,11111112,65,ch,123456,,,TRUE,,TRUE,,13100010,SG
osimtest191@hotmail.com,Osimtest1@,osimtest191@hotmail.com,Mickey191,mn191,Osim191,Female,17/9/1972,osimtest191@hotmail.com,11111111,65,en,123456,,TRUE,,TRUE,,,13100001,SG
osimtest192@hotmail.com,Osimtest1@,osimtest192@hotmail.com,Mickey192,mn192,Osim192,Male,18/9/1972,osimtest192@hotmail.com,22222222,65,ch,123456,,TRUE,,TRUE,,,13100002,SG
osimtest193@hotmail.com,Osimtest1@,osimtest193@hotmail.com,Mickey193,mn193,Osim193,Female,19/9/1972,osimtest193@hotmail.com,33333333,65,en,123456,,TRUE,,TRUE,,,13100003,SG
osimtest194@hotmail.com,Osimtest1@,osimtest194@hotmail.com,Mickey194,mn194,Osim194,Male,20/9/1972,osimtest194@hotmail.com,44444444,65,ch,123456,,TRUE,,TRUE,,,13100004,SG
osimtest195@hotmail.com,Osimtest1@,osimtest195@hotmail.com,Mickey195,mn195,Osim195,Female,21/9/1972,osimtest195@hotmail.com,55555555,65,en,123456,,TRUE,,TRUE,,,13100005,SG
osimtest196@hotmail.com,Osimtest1@,osimtest196@hotmail.com,Mickey196,mn196,Osim196,Male,22/9/1972,osimtest196@hotmail.com,66666666,65,ch,123456,,,TRUE,,TRUE,,13100006,SG
osimtest197@hotmail.com,Osimtest1@,osimtest197@hotmail.com,Mickey197,mn197,Osim197,Female,23/9/1972,osimtest197@hotmail.com,77777777,65,en,123456,,,TRUE,,TRUE,,13100007,SG
osimtest198@hotmail.com,Osimtest1@,osimtest198@hotmail.com,Mickey198,mn198,Osim198,Male,24/9/1972,osimtest198@hotmail.com,88888888,65,ch,123456,,,TRUE,,TRUE,,13100008,SG
osimtest199@hotmail.com,Osimtest1@,osimtest199@hotmail.com,Mickey199,mn199,Osim199,Female,25/9/1972,osimtest199@hotmail.com,99999999,65,en,123456,,,TRUE,,TRUE,,13100009,SG
osimtest200@hotmail.com,Osimtest1@,osimtest200@hotmail.com,Mickey200,mn200,Osim200,Male,26/9/1972,osimtest200@hotmail.com,11111112,65,ch,123456,,,TRUE,,TRUE,,13100010,SG
osimtest201@hotmail.com,Osimtest1@,osimtest201@hotmail.com,Mickey201,mn201,Osim201,Female,17/9/1972,osimtest201@hotmail.com,11111111,65,en,123456,,TRUE,,TRUE,,,13100001,SG
osimtest202@hotmail.com,Osimtest1@,osimtest202@hotmail.com,Mickey202,mn202,Osim202,Male,18/9/1972,osimtest202@hotmail.com,22222222,65,ch,123456,,TRUE,,TRUE,,,13100002,SG
osimtest203@hotmail.com,Osimtest1@,osimtest203@hotmail.com,Mickey203,mn203,Osim203,Female,19/9/1972,osimtest203@hotmail.com,33333333,65,en,123456,,TRUE,,TRUE,,,13100003,SG
osimtest204@hotmail.com,Osimtest1@,osimtest204@hotmail.com,Mickey204,mn204,Osim204,Male,20/9/1972,osimtest204@hotmail.com,44444444,65,ch,123456,,TRUE,,TRUE,,,13100004,SG
osimtest205@hotmail.com,Osimtest1@,osimtest205@hotmail.com,Mickey205,mn205,Osim205,Female,21/9/1972,osimtest205@hotmail.com,55555555,65,en,123456,,TRUE,,TRUE,,,13100005,SG
osimtest206@hotmail.com,Osimtest1@,osimtest206@hotmail.com,Mickey206,mn206,Osim206,Male,22/9/1972,osimtest206@hotmail.com,66666666,65,ch,123456,,,TRUE,,TRUE,,13100006,SG
osimtest207@hotmail.com,Osimtest1@,osimtest207@hotmail.com,Mickey207,mn207,Osim207,Female,23/9/1972,osimtest207@hotmail.com,77777777,65,en,123456,,,TRUE,,TRUE,,13100007,SG
osimtest208@hotmail.com,Osimtest1@,osimtest208@hotmail.com,Mickey208,mn208,Osim208,Male,24/9/1972,osimtest208@hotmail.com,88888888,65,ch,123456,,,TRUE,,TRUE,,13100008,SG
osimtest209@hotmail.com,Osimtest1@,osimtest209@hotmail.com,Mickey209,mn209,Osim209,Female,25/9/1972,osimtest209@hotmail.com,99999999,65,en,123456,,,TRUE,,TRUE,,13100009,SG
osimtest210@hotmail.com,Osimtest1@,osimtest210@hotmail.com,Mickey210,mn210,Osim210,Male,26/9/1972,osimtest210@hotmail.com,11111112,65,ch,123456,,,TRUE,,TRUE,,13100010,SG
osimtest211@hotmail.com,Osimtest1@,osimtest211@hotmail.com,Mickey211,mn211,Osim211,Female,17/9/1972,osimtest211@hotmail.com,11111111,65,en,123456,,TRUE,,TRUE,,,13100001,SG
osimtest212@hotmail.com,Osimtest1@,osimtest212@hotmail.com,Mickey212,mn212,Osim212,Male,18/9/1972,osimtest212@hotmail.com,22222222,65,ch,123456,,TRUE,,TRUE,,,13100002,SG
osimtest213@hotmail.com,Osimtest1@,osimtest213@hotmail.com,Mickey213,mn213,Osim213,Female,19/9/1972,osimtest213@hotmail.com,33333333,65,en,123456,,TRUE,,TRUE,,,13100003,SG
osimtest214@hotmail.com,Osimtest1@,osimtest214@hotmail.com,Mickey214,mn214,Osim214,Male,20/9/1972,osimtest214@hotmail.com,44444444,65,ch,123456,,TRUE,,TRUE,,,13100004,SG
osimtest215@hotmail.com,Osimtest1@,osimtest215@hotmail.com,Mickey215,mn215,Osim215,Female,21/9/1972,osimtest215@hotmail.com,55555555,65,en,123456,,TRUE,,TRUE,,,13100005,SG
osimtest216@hotmail.com,Osimtest1@,osimtest216@hotmail.com,Mickey216,mn216,Osim216,Male,22/9/1972,osimtest216@hotmail.com,66666666,65,ch,123456,,,TRUE,,TRUE,,13100006,SG
osimtest217@hotmail.com,Osimtest1@,osimtest217@hotmail.com,Mickey217,mn217,Osim217,Female,23/9/1972,osimtest217@hotmail.com,77777777,65,en,123456,,,TRUE,,TRUE,,13100007,SG
osimtest218@hotmail.com,Osimtest1@,osimtest218@hotmail.com,Mickey218,mn218,Osim218,Male,24/9/1972,osimtest218@hotmail.com,88888888,65,ch,123456,,,TRUE,,TRUE,,13100008,SG
osimtest219@hotmail.com,Osimtest1@,osimtest219@hotmail.com,Mickey219,mn219,Osim219,Female,25/9/1972,osimtest219@hotmail.com,99999999,65,en,123456,,,TRUE,,TRUE,,13100009,SG
osimtest220@hotmail.com,Osimtest1@,osimtest220@hotmail.com,Mickey220,mn220,Osim220,Male,26/9/1972,osimtest220@hotmail.com,11111112,65,ch,123456,,,TRUE,,TRUE,,13100010,SG
osimtest221@hotmail.com,Osimtest1@,osimtest221@hotmail.com,Mickey221,mn221,Osim221,Female,17/9/1972,osimtest221@hotmail.com,11111111,65,en,123456,,TRUE,,TRUE,,,13100001,SG
osimtest222@hotmail.com,Osimtest1@,osimtest222@hotmail.com,Mickey222,mn222,Osim222,Male,18/9/1972,osimtest222@hotmail.com,22222222,65,ch,123456,,TRUE,,TRUE,,,13100002,SG
osimtest223@hotmail.com,Osimtest1@,osimtest223@hotmail.com,Mickey223,mn223,Osim223,Female,19/9/1972,osimtest223@hotmail.com,33333333,65,en,123456,,TRUE,,TRUE,,,13100003,SG
osimtest224@hotmail.com,Osimtest1@,osimtest224@hotmail.com,Mickey224,mn224,Osim224,Male,20/9/1972,osimtest224@hotmail.com,44444444,65,ch,123456,,TRUE,,TRUE,,,13100004,SG
osimtest225@hotmail.com,Osimtest1@,osimtest225@hotmail.com,Mickey225,mn225,Osim225,Female,21/9/1972,osimtest225@hotmail.com,55555555,65,en,123456,,TRUE,,TRUE,,,13100005,SG
osimtest226@hotmail.com,Osimtest1@,osimtest226@hotmail.com,Mickey226,mn226,Osim226,Male,22/9/1972,osimtest226@hotmail.com,66666666,65,ch,123456,,,TRUE,,TRUE,,13100006,SG
osimtest227@hotmail.com,Osimtest1@,osimtest227@hotmail.com,Mickey227,mn227,Osim227,Female,23/9/1972,osimtest227@hotmail.com,77777777,65,en,123456,,,TRUE,,TRUE,,13100007,SG
osimtest228@hotmail.com,Osimtest1@,osimtest228@hotmail.com,Mickey228,mn228,Osim228,Male,24/9/1972,osimtest228@hotmail.com,88888888,65,ch,123456,,,TRUE,,TRUE,,13100008,SG
osimtest229@hotmail.com,Osimtest1@,osimtest229@hotmail.com,Mickey229,mn229,Osim229,Female,25/9/1972,osimtest229@hotmail.com,99999999,65,en,123456,,,TRUE,,TRUE,,13100009,SG
osimtest230@hotmail.com,Osimtest1@,osimtest230@hotmail.com,Mickey230,mn230,Osim230,Male,26/9/1972,osimtest230@hotmail.com,11111112,65,ch,123456,,,TRUE,,TRUE,,13100010,SG
osimtest231@hotmail.com,Osimtest1@,osimtest231@hotmail.com,Mickey231,mn231,Osim231,Female,17/9/1972,osimtest231@hotmail.com,11111111,65,en,123456,,TRUE,,TRUE,,,13100001,SG
osimtest232@hotmail.com,Osimtest1@,osimtest232@hotmail.com,Mickey232,mn232,Osim232,Male,18/9/1972,osimtest232@hotmail.com,22222222,65,ch,123456,,TRUE,,TRUE,,,13100002,SG
osimtest233@hotmail.com,Osimtest1@,osimtest233@hotmail.com,Mickey233,mn233,Osim233,Female,19/9/1972,osimtest233@hotmail.com,33333333,65,en,123456,,TRUE,,TRUE,,,13100003,SG
osimtest234@hotmail.com,Osimtest1@,osimtest234@hotmail.com,Mickey234,mn234,Osim234,Male,20/9/1972,osimtest234@hotmail.com,44444444,65,ch,123456,,TRUE,,TRUE,,,13100004,SG
osimtest235@hotmail.com,Osimtest1@,osimtest235@hotmail.com,Mickey235,mn235,Osim235,Female,21/9/1972,osimtest235@hotmail.com,55555555,65,en,123456,,TRUE,,TRUE,,,13100005,SG
osimtest236@hotmail.com,Osimtest1@,osimtest236@hotmail.com,Mickey236,mn236,Osim236,Male,22/9/1972,osimtest236@hotmail.com,66666666,65,ch,123456,,,TRUE,,TRUE,,13100006,SG
osimtest237@hotmail.com,Osimtest1@,osimtest237@hotmail.com,Mickey237,mn237,Osim237,Female,23/9/1972,osimtest237@hotmail.com,77777777,65,en,123456,,,TRUE,,TRUE,,13100007,SG
osimtest238@hotmail.com,Osimtest1@,osimtest238@hotmail.com,Mickey238,mn238,Osim238,Male,24/9/1972,osimtest238@hotmail.com,88888888,65,ch,123456,,,TRUE,,TRUE,,13100008,SG
osimtest239@hotmail.com,Osimtest1@,osimtest239@hotmail.com,Mickey239,mn239,Osim239,Female,25/9/1972,osimtest239@hotmail.com,99999999,65,en,123456,,,TRUE,,TRUE,,13100009,SG
osimtest240@hotmail.com,Osimtest1@,osimtest240@hotmail.com,Mickey240,mn240,Osim240,Male,26/9/1972,osimtest240@hotmail.com,11111112,65,ch,123456,,,TRUE,,TRUE,,13100010,SG
osimtest241@hotmail.com,Osimtest1@,osimtest241@hotmail.com,Mickey241,mn241,Osim241,Female,17/9/1972,osimtest241@hotmail.com,11111111,65,en,123456,,TRUE,,TRUE,,,13100001,SG
osimtest242@hotmail.com,Osimtest1@,osimtest242@hotmail.com,Mickey242,mn242,Osim242,Male,18/9/1972,osimtest242@hotmail.com,22222222,65,ch,123456,,TRUE,,TRUE,,,13100002,SG
osimtest243@hotmail.com,Osimtest1@,osimtest243@hotmail.com,Mickey243,mn243,Osim243,Female,19/9/1972,osimtest243@hotmail.com,33333333,65,en,123456,,TRUE,,TRUE,,,13100003,SG
osimtest244@hotmail.com,Osimtest1@,osimtest244@hotmail.com,Mickey244,mn244,Osim244,Male,20/9/1972,osimtest244@hotmail.com,44444444,65,ch,123456,,TRUE,,TRUE,,,13100004,SG
osimtest245@hotmail.com,Osimtest1@,osimtest245@hotmail.com,Mickey245,mn245,Osim245,Female,21/9/1972,osimtest245@hotmail.com,55555555,65,en,123456,,TRUE,,TRUE,,,13100005,SG
osimtest246@hotmail.com,Osimtest1@,osimtest246@hotmail.com,Mickey246,mn246,Osim246,Male,22/9/1972,osimtest246@hotmail.com,66666666,65,ch,123456,,,TRUE,,TRUE,,13100006,SG
osimtest247@hotmail.com,Osimtest1@,osimtest247@hotmail.com,Mickey247,mn247,Osim247,Female,23/9/1972,osimtest247@hotmail.com,77777777,65,en,123456,,,TRUE,,TRUE,,13100007,SG
osimtest248@hotmail.com,Osimtest1@,osimtest248@hotmail.com,Mickey248,mn248,Osim248,Male,24/9/1972,osimtest248@hotmail.com,88888888,65,ch,123456,,,TRUE,,TRUE,,13100008,SG
osimtest249@hotmail.com,Osimtest1@,osimtest249@hotmail.com,Mickey249,mn249,Osim249,Female,25/9/1972,osimtest249@hotmail.com,99999999,65,en,123456,,,TRUE,,TRUE,,13100009,SG
osimtest250@hotmail.com,Osimtest1@,osimtest250@hotmail.com,Mickey250,mn250,Osim250,Male,26/9/1972,osimtest250@hotmail.com,11111112,65,ch,123456,,,TRUE,,TRUE,,13100010,SG
osimtest251@hotmail.com,Osimtest1@,osimtest251@hotmail.com,Mickey251,mn251,Osim251,Female,17/9/1972,osimtest251@hotmail.com,11111111,65,en,123456,,TRUE,,TRUE,,,13100001,SG
osimtest252@hotmail.com,Osimtest1@,osimtest252@hotmail.com,Mickey252,mn252,Osim252,Male,18/9/1972,osimtest252@hotmail.com,22222222,65,ch,123456,,TRUE,,TRUE,,,13100002,SG
osimtest253@hotmail.com,Osimtest1@,osimtest253@hotmail.com,Mickey253,mn253,Osim253,Female,19/9/1972,osimtest253@hotmail.com,33333333,65,en,123456,,TRUE,,TRUE,,,13100003,SG
osimtest254@hotmail.com,Osimtest1@,osimtest254@hotmail.com,Mickey254,mn254,Osim254,Male,20/9/1972,osimtest254@hotmail.com,44444444,65,ch,123456,,TRUE,,TRUE,,,13100004,SG
osimtest255@hotmail.com,Osimtest1@,osimtest255@hotmail.com,Mickey255,mn255,Osim255,Female,21/9/1972,osimtest255@hotmail.com,55555555,65,en,123456,,TRUE,,TRUE,,,13100005,SG
osimtest256@hotmail.com,Osimtest1@,osimtest256@hotmail.com,Mickey256,mn256,Osim256,Male,22/9/1972,osimtest256@hotmail.com,66666666,65,ch,123456,,,TRUE,,TRUE,,13100006,SG
osimtest257@hotmail.com,Osimtest1@,osimtest257@hotmail.com,Mickey257,mn257,Osim257,Female,23/9/1972,osimtest257@hotmail.com,77777777,65,en,123456,,,TRUE,,TRUE,,13100007,SG
osimtest258@hotmail.com,Osimtest1@,osimtest258@hotmail.com,Mickey258,mn258,Osim258,Male,24/9/1972,osimtest258@hotmail.com,88888888,65,ch,123456,,,TRUE,,TRUE,,13100008,SG
osimtest259@hotmail.com,Osimtest1@,osimtest259@hotmail.com,Mickey259,mn259,Osim259,Female,25/9/1972,osimtest259@hotmail.com,99999999,65,en,123456,,,TRUE,,TRUE,,13100009,SG
osimtest260@hotmail.com,Osimtest1@,osimtest260@hotmail.com,Mickey260,mn260,Osim260,Male,26/9/1972,osimtest260@hotmail.com,11111112,65,ch,123456,,,TRUE,,TRUE,,13100010,SG
osimtest261@hotmail.com,Osimtest1@,osimtest261@hotmail.com,Mickey261,mn261,Osim261,Female,17/9/1972,osimtest261@hotmail.com,11111111,65,en,123456,,TRUE,,TRUE,,,13100001,SG
osimtest262@hotmail.com,Osimtest1@,osimtest262@hotmail.com,Mickey262,mn262,Osim262,Male,18/9/1972,osimtest262@hotmail.com,22222222,65,ch,123456,,TRUE,,TRUE,,,13100002,SG
osimtest263@hotmail.com,Osimtest1@,osimtest263@hotmail.com,Mickey263,mn263,Osim263,Female,19/9/1972,osimtest263@hotmail.com,33333333,65,en,123456,,TRUE,,TRUE,,,13100003,SG
